# Preset Configuration File
layer_num=0,v=5.3,r=6370
layer_num=2457,v=11.838897637795275,r=3913
layer_num=2458,v=11.839055118110236,r=3912
layer_num=2459,v=11.839212598425197,r=3911
layer_num=2460,v=11.839370078740158,r=3910
layer_num=2461,v=11.839527559055119,r=3909
layer_num=2462,v=11.83968503937008,r=3908
layer_num=2463,v=11.83984251968504,r=3907
layer_num=2464,v=11.84,r=3906
layer_num=2465,v=11.84015748031496,r=3905
layer_num=2466,v=11.840314960629922,r=3904
layer_num=2467,v=11.840472440944882,r=3903
layer_num=2468,v=11.840629921259843,r=3902
layer_num=2469,v=11.840787401574804,r=3901
layer_num=2470,v=11.840944881889765,r=3900
layer_num=2471,v=11.841102362204724,r=3899
layer_num=2472,v=11.841259842519685,r=3898
layer_num=2473,v=11.841417322834646,r=3897
layer_num=2474,v=11.841574803149607,r=3896
layer_num=2475,v=11.841732283464568,r=3895
layer_num=2476,v=11.841889763779529,r=3894
layer_num=2477,v=11.84204724409449,r=3893
layer_num=2478,v=11.842204724409449,r=3892
layer_num=2479,v=11.84236220472441,r=3891
layer_num=2480,v=11.84251968503937,r=3890
layer_num=2481,v=11.842677165354331,r=3889
layer_num=2482,v=11.842834645669292,r=3888
layer_num=2483,v=11.842992125984253,r=3887
layer_num=2484,v=11.843149606299214,r=3886
layer_num=2485,v=11.843307086614173,r=3885
layer_num=2486,v=11.843464566929134,r=3884
layer_num=2487,v=11.843622047244095,r=3883
layer_num=2488,v=11.843779527559056,r=3882
layer_num=2489,v=11.843937007874016,r=3881
layer_num=2490,v=11.844094488188977,r=3880
layer_num=2491,v=11.844251968503938,r=3879
layer_num=2492,v=11.844409448818897,r=3878
layer_num=2493,v=11.844566929133858,r=3877
layer_num=2494,v=11.844724409448819,r=3876
layer_num=2495,v=11.84488188976378,r=3875
layer_num=2496,v=11.84503937007874,r=3874
layer_num=2497,v=11.845196850393702,r=3873
layer_num=2498,v=11.845354330708663,r=3872
layer_num=2499,v=11.845511811023622,r=3871
layer_num=2500,v=11.845669291338583,r=3870
layer_num=2501,v=11.845826771653543,r=3869
layer_num=2502,v=11.845984251968504,r=3868
layer_num=2503,v=11.846141732283465,r=3867
layer_num=2504,v=11.846299212598426,r=3866
layer_num=2505,v=11.846456692913387,r=3865
layer_num=2506,v=11.846614173228348,r=3864
layer_num=2507,v=11.846771653543307,r=3863
layer_num=2508,v=11.846929133858268,r=3862
layer_num=2509,v=11.847086614173229,r=3861
layer_num=2510,v=11.84724409448819,r=3860
layer_num=2511,v=11.84740157480315,r=3859
layer_num=2512,v=11.847559055118111,r=3858
layer_num=2513,v=11.847716535433072,r=3857
layer_num=2514,v=11.847874015748031,r=3856
layer_num=2515,v=11.848031496062992,r=3855
layer_num=2516,v=11.848188976377953,r=3854
layer_num=2517,v=11.848346456692914,r=3853
layer_num=2518,v=11.848503937007875,r=3852
layer_num=2519,v=11.848661417322836,r=3851
layer_num=2520,v=11.848818897637797,r=3850
layer_num=2521,v=11.848976377952756,r=3849
layer_num=2522,v=11.849133858267717,r=3848
layer_num=2523,v=11.849291338582677,r=3847
layer_num=2524,v=11.849448818897638,r=3846
layer_num=2525,v=11.8496062992126,r=3845
layer_num=2526,v=11.84976377952756,r=3844
layer_num=2527,v=11.849921259842521,r=3843
layer_num=2528,v=11.85007874015748,r=3842
layer_num=2529,v=11.850236220472441,r=3841
layer_num=2530,v=11.850393700787402,r=3840
layer_num=2531,v=11.850551181102363,r=3839
layer_num=2532,v=11.850708661417324,r=3838
layer_num=2533,v=11.850866141732284,r=3837
layer_num=2534,v=11.851023622047245,r=3836
layer_num=2535,v=11.851181102362204,r=3835
layer_num=2536,v=11.851338582677165,r=3834
layer_num=2537,v=11.851496062992126,r=3833
layer_num=2538,v=11.851653543307087,r=3832
layer_num=2539,v=11.851811023622048,r=3831
layer_num=2540,v=11.851968503937009,r=3830
layer_num=2541,v=11.85212598425197,r=3829
layer_num=2542,v=11.852283464566929,r=3828
layer_num=2543,v=11.85244094488189,r=3827
layer_num=2544,v=11.85259842519685,r=3826
layer_num=2545,v=11.852755905511811,r=3825
layer_num=2546,v=11.852913385826772,r=3824
layer_num=2547,v=11.853070866141733,r=3823
layer_num=2548,v=11.853228346456694,r=3822
layer_num=2549,v=11.853385826771653,r=3821
layer_num=2550,v=11.853543307086614,r=3820
layer_num=2551,v=11.853700787401575,r=3819
layer_num=2552,v=11.853858267716536,r=3818
layer_num=2553,v=11.854015748031497,r=3817
layer_num=2554,v=11.854173228346458,r=3816
layer_num=2555,v=11.854330708661418,r=3815
layer_num=2556,v=11.85448818897638,r=3814
layer_num=2557,v=11.854645669291338,r=3813
layer_num=2558,v=11.8548031496063,r=3812
layer_num=2559,v=11.85496062992126,r=3811
layer_num=2560,v=11.855118110236221,r=3810
layer_num=2561,v=11.855275590551182,r=3809
layer_num=2562,v=11.855433070866143,r=3808
layer_num=2563,v=11.855590551181104,r=3807
layer_num=2564,v=11.855748031496063,r=3806
layer_num=2565,v=11.855905511811024,r=3805
layer_num=2566,v=11.856062992125985,r=3804
layer_num=2567,v=11.856220472440945,r=3803
layer_num=2568,v=11.856377952755906,r=3802
layer_num=2569,v=11.856535433070867,r=3801
layer_num=2570,v=11.856692913385828,r=3800
layer_num=2571,v=11.856850393700787,r=3799
layer_num=2572,v=11.857007874015748,r=3798
layer_num=2573,v=11.857165354330709,r=3797
layer_num=2574,v=11.85732283464567,r=3796
layer_num=2575,v=11.85748031496063,r=3795
layer_num=2576,v=11.857637795275592,r=3794
layer_num=2577,v=11.857795275590552,r=3793
layer_num=2578,v=11.857952755905512,r=3792
layer_num=2579,v=11.858110236220472,r=3791
layer_num=2580,v=11.858267716535433,r=3790
layer_num=2581,v=11.858425196850394,r=3789
layer_num=2582,v=11.858582677165355,r=3788
layer_num=2583,v=11.858740157480316,r=3787
layer_num=2584,v=11.858897637795277,r=3786
layer_num=2585,v=11.859055118110236,r=3785
layer_num=2586,v=11.859212598425197,r=3784
layer_num=2587,v=11.859370078740158,r=3783
layer_num=2588,v=11.859527559055119,r=3782
layer_num=2589,v=11.85968503937008,r=3781
layer_num=2590,v=11.85984251968504,r=3780
layer_num=2591,v=11.860000000000001,r=3779
layer_num=2592,v=11.86015748031496,r=3778
layer_num=2593,v=11.860314960629921,r=3777
layer_num=2594,v=11.860472440944882,r=3776
layer_num=2595,v=11.860629921259843,r=3775
layer_num=2596,v=11.860787401574804,r=3774
layer_num=2597,v=11.860944881889765,r=3773
layer_num=2598,v=11.861102362204726,r=3772
layer_num=2599,v=11.861259842519685,r=3771
layer_num=2600,v=11.861417322834646,r=3770
layer_num=2601,v=11.861574803149606,r=3769
layer_num=2602,v=11.861732283464567,r=3768
layer_num=2603,v=11.861889763779528,r=3767
layer_num=2604,v=11.862047244094489,r=3766
layer_num=2605,v=11.86220472440945,r=3765
layer_num=2606,v=11.862362204724409,r=3764
layer_num=2607,v=11.86251968503937,r=3763
layer_num=2608,v=11.86267716535433,r=3762
layer_num=2609,v=11.862834645669292,r=3761
layer_num=2610,v=11.862992125984253,r=3760
layer_num=2611,v=11.863149606299213,r=3759
layer_num=2612,v=11.863307086614174,r=3758
layer_num=2613,v=11.863464566929135,r=3757
layer_num=2614,v=11.863622047244094,r=3756
layer_num=2615,v=11.863779527559055,r=3755
layer_num=2616,v=11.863937007874016,r=3754
layer_num=2617,v=11.864094488188977,r=3753
layer_num=2618,v=11.864251968503938,r=3752
layer_num=2619,v=11.864409448818899,r=3751
layer_num=2620,v=11.86456692913386,r=3750
layer_num=2621,v=11.864724409448819,r=3749
layer_num=2622,v=11.86488188976378,r=3748
layer_num=2623,v=11.86503937007874,r=3747
layer_num=2624,v=11.865196850393701,r=3746
layer_num=2625,v=11.865354330708662,r=3745
layer_num=2626,v=11.865511811023623,r=3744
layer_num=2627,v=11.865669291338584,r=3743
layer_num=2628,v=11.865826771653543,r=3742
layer_num=2629,v=11.865984251968504,r=3741
layer_num=2630,v=11.866141732283465,r=3740
layer_num=2631,v=11.866299212598426,r=3739
layer_num=2632,v=11.866456692913387,r=3738
layer_num=2633,v=11.866614173228347,r=3737
layer_num=2634,v=11.866771653543308,r=3736
layer_num=2635,v=11.866929133858267,r=3735
layer_num=2636,v=11.867086614173228,r=3734
layer_num=2637,v=11.86724409448819,r=3733
layer_num=2638,v=11.86740157480315,r=3732
layer_num=2639,v=11.867559055118111,r=3731
layer_num=2640,v=11.867716535433072,r=3730
layer_num=2641,v=11.867874015748033,r=3729
layer_num=2642,v=11.868031496062992,r=3728
layer_num=2643,v=11.868188976377953,r=3727
layer_num=2644,v=11.868346456692914,r=3726
layer_num=2645,v=11.868503937007874,r=3725
layer_num=2646,v=11.868661417322835,r=3724
layer_num=2647,v=11.868818897637796,r=3723
layer_num=2648,v=11.868976377952757,r=3722
layer_num=2649,v=11.869133858267716,r=3721
layer_num=2650,v=11.869291338582677,r=3720
layer_num=2651,v=11.869448818897638,r=3719
layer_num=2652,v=11.869606299212599,r=3718
layer_num=2653,v=11.86976377952756,r=3717
layer_num=2654,v=11.86992125984252,r=3716
layer_num=2655,v=11.870078740157481,r=3715
layer_num=2656,v=11.87023622047244,r=3714
layer_num=2657,v=11.870393700787401,r=3713
layer_num=2658,v=11.870551181102362,r=3712
layer_num=2659,v=11.870708661417323,r=3711
layer_num=2660,v=11.870866141732284,r=3710
layer_num=2661,v=11.871023622047245,r=3709
layer_num=2662,v=11.871181102362206,r=3708
layer_num=2663,v=11.871338582677167,r=3707
layer_num=2664,v=11.871496062992126,r=3706
layer_num=2665,v=11.871653543307087,r=3705
layer_num=2666,v=11.871811023622048,r=3704
layer_num=2667,v=11.871968503937008,r=3703
layer_num=2668,v=11.87212598425197,r=3702
layer_num=2669,v=11.87228346456693,r=3701
layer_num=2670,v=11.872440944881891,r=3700
layer_num=2671,v=11.87259842519685,r=3699
layer_num=2672,v=11.872755905511811,r=3698
layer_num=2673,v=11.872913385826772,r=3697
layer_num=2674,v=11.873070866141733,r=3696
layer_num=2675,v=11.873228346456694,r=3695
layer_num=2676,v=11.873385826771655,r=3694
layer_num=2677,v=11.873543307086615,r=3693
layer_num=2678,v=11.873700787401575,r=3692
layer_num=2679,v=11.873858267716535,r=3691
layer_num=2680,v=11.874015748031496,r=3690
layer_num=2681,v=11.874173228346457,r=3689
layer_num=2682,v=11.874330708661418,r=3688
layer_num=2683,v=11.874488188976379,r=3687
layer_num=2684,v=11.87464566929134,r=3686
layer_num=2685,v=11.874803149606299,r=3685
layer_num=2686,v=11.87496062992126,r=3684
layer_num=2687,v=11.87511811023622,r=3683
layer_num=2688,v=11.875275590551182,r=3682
layer_num=2689,v=11.875433070866142,r=3681
layer_num=2690,v=11.875590551181103,r=3680
layer_num=2691,v=11.875748031496064,r=3679
layer_num=2692,v=11.875905511811023,r=3678
layer_num=2693,v=11.876062992125984,r=3677
layer_num=2694,v=11.876220472440945,r=3676
layer_num=2695,v=11.876377952755906,r=3675
layer_num=2696,v=11.876535433070867,r=3674
layer_num=2697,v=11.876692913385828,r=3673
layer_num=2698,v=11.876850393700789,r=3672
layer_num=2699,v=11.877007874015748,r=3671
layer_num=2700,v=11.877165354330709,r=3670
layer_num=2701,v=11.87732283464567,r=3669
layer_num=2702,v=11.87748031496063,r=3668
layer_num=2703,v=11.877637795275591,r=3667
layer_num=2704,v=11.877795275590552,r=3666
layer_num=2705,v=11.877952755905513,r=3665
layer_num=2706,v=11.878110236220472,r=3664
layer_num=2707,v=11.878267716535433,r=3663
layer_num=2708,v=11.878425196850394,r=3662
layer_num=2709,v=11.878582677165355,r=3661
layer_num=2710,v=11.878740157480316,r=3660
layer_num=2711,v=11.878897637795276,r=3659
layer_num=2712,v=11.879055118110237,r=3658
layer_num=2713,v=11.879212598425198,r=3657
layer_num=2714,v=11.879370078740157,r=3656
layer_num=2715,v=11.879527559055118,r=3655
layer_num=2716,v=11.879685039370079,r=3654
layer_num=2717,v=11.87984251968504,r=3653
layer_num=2718,v=11.88,r=3652
layer_num=2719,v=11.880157480314962,r=3651
layer_num=2720,v=11.880314960629923,r=3650
layer_num=2721,v=11.880472440944882,r=3649
layer_num=2722,v=11.880629921259843,r=3648
layer_num=2723,v=11.880787401574803,r=3647
layer_num=2724,v=11.880944881889764,r=3646
layer_num=2725,v=11.881102362204725,r=3645
layer_num=2726,v=11.881259842519686,r=3644
layer_num=2727,v=11.881417322834647,r=3643
layer_num=2728,v=11.881574803149606,r=3642
layer_num=2729,v=11.881732283464567,r=3641
layer_num=2730,v=11.881889763779528,r=3640
layer_num=2731,v=11.882047244094489,r=3639
layer_num=2732,v=11.88220472440945,r=3638
layer_num=2733,v=11.88236220472441,r=3637
layer_num=2734,v=11.882519685039371,r=3636
layer_num=2735,v=11.88267716535433,r=3635
layer_num=2736,v=11.882834645669291,r=3634
layer_num=2737,v=11.882992125984252,r=3633
layer_num=2738,v=11.883149606299213,r=3632
layer_num=2739,v=11.883307086614174,r=3631
layer_num=2740,v=11.883464566929135,r=3630
layer_num=2741,v=11.883622047244096,r=3629
layer_num=2742,v=11.883779527559055,r=3628
layer_num=2743,v=11.883937007874016,r=3627
layer_num=2744,v=11.884094488188977,r=3626
layer_num=2745,v=11.884251968503937,r=3625
layer_num=2746,v=11.884409448818898,r=3624
layer_num=2747,v=11.88456692913386,r=3623
layer_num=2748,v=11.88472440944882,r=3622
layer_num=2749,v=11.88488188976378,r=3621
layer_num=2750,v=11.88503937007874,r=3620
layer_num=2751,v=11.8851968503937,r=3619
layer_num=2752,v=11.885354330708662,r=3618
layer_num=2753,v=11.885511811023623,r=3617
layer_num=2754,v=11.885669291338584,r=3616
layer_num=2755,v=11.885826771653544,r=3615
layer_num=2756,v=11.885984251968504,r=3614
layer_num=2757,v=11.886141732283464,r=3613
layer_num=2758,v=11.886299212598425,r=3612
layer_num=2759,v=11.886456692913386,r=3611
layer_num=2760,v=11.886614173228347,r=3610
layer_num=2761,v=11.886771653543308,r=3609
layer_num=2762,v=11.886929133858269,r=3608
layer_num=2763,v=11.887086614173228,r=3607
layer_num=2764,v=11.887244094488189,r=3606
layer_num=2765,v=11.88740157480315,r=3605
layer_num=2766,v=11.88755905511811,r=3604
layer_num=2767,v=11.887716535433071,r=3603
layer_num=2768,v=11.887874015748032,r=3602
layer_num=2769,v=11.888031496062993,r=3601
layer_num=2770,v=11.888188976377954,r=3600
layer_num=2771,v=11.888346456692913,r=3599
layer_num=2772,v=11.888503937007874,r=3598
layer_num=2773,v=11.888661417322835,r=3597
layer_num=2774,v=11.888818897637796,r=3596
layer_num=2775,v=11.888976377952757,r=3595
layer_num=2776,v=11.889133858267718,r=3594
layer_num=2777,v=11.889291338582678,r=3593
layer_num=2778,v=11.889448818897637,r=3592
layer_num=2779,v=11.889606299212598,r=3591
layer_num=2780,v=11.88976377952756,r=3590
layer_num=2781,v=11.88992125984252,r=3589
layer_num=2782,v=11.890078740157481,r=3588
layer_num=2783,v=11.890236220472442,r=3587
layer_num=2784,v=11.890393700787403,r=3586
layer_num=2785,v=11.890551181102362,r=3585
layer_num=2786,v=11.890708661417323,r=3584
layer_num=2787,v=11.890866141732284,r=3583
layer_num=2788,v=11.891023622047245,r=3582
layer_num=2789,v=11.891181102362205,r=3581
layer_num=2790,v=11.891338582677166,r=3580
layer_num=2791,v=11.891496062992127,r=3579
layer_num=2792,v=11.891653543307086,r=3578
layer_num=2793,v=11.891811023622047,r=3577
layer_num=2794,v=11.891968503937008,r=3576
layer_num=2795,v=11.892125984251969,r=3575
layer_num=2796,v=11.89228346456693,r=3574
layer_num=2797,v=11.89244094488189,r=3573
layer_num=2798,v=11.892598425196852,r=3572
layer_num=2799,v=11.89275590551181,r=3571
layer_num=2800,v=11.892913385826771,r=3570
layer_num=2801,v=11.893070866141732,r=3569
layer_num=2802,v=11.893228346456693,r=3568
layer_num=2803,v=11.893385826771654,r=3567
layer_num=2804,v=11.893543307086615,r=3566
layer_num=2805,v=11.893700787401576,r=3565
layer_num=2806,v=11.893858267716535,r=3564
layer_num=2807,v=11.894015748031496,r=3563
layer_num=2808,v=11.894173228346457,r=3562
layer_num=2809,v=11.894330708661418,r=3561
layer_num=2810,v=11.894488188976378,r=3560
layer_num=2811,v=11.89464566929134,r=3559
layer_num=2812,v=11.8948031496063,r=3558
layer_num=2813,v=11.89496062992126,r=3557
layer_num=2814,v=11.89511811023622,r=3556
layer_num=2815,v=11.895275590551181,r=3555
layer_num=2816,v=11.895433070866142,r=3554
layer_num=2817,v=11.895590551181103,r=3553
layer_num=2818,v=11.895748031496064,r=3552
layer_num=2819,v=11.895905511811025,r=3551
layer_num=2820,v=11.896062992125986,r=3550
layer_num=2821,v=11.896220472440945,r=3549
layer_num=2822,v=11.896377952755905,r=3548
layer_num=2823,v=11.896535433070866,r=3547
layer_num=2824,v=11.896692913385827,r=3546
layer_num=2825,v=11.896850393700788,r=3545
layer_num=2826,v=11.897007874015749,r=3544
layer_num=2827,v=11.89716535433071,r=3543
layer_num=2828,v=11.897322834645669,r=3542
layer_num=2829,v=11.89748031496063,r=3541
layer_num=2830,v=11.89763779527559,r=3540
layer_num=2831,v=11.897795275590552,r=3539
layer_num=2832,v=11.897952755905512,r=3538
layer_num=2833,v=11.898110236220473,r=3537
layer_num=2834,v=11.898267716535434,r=3536
layer_num=2835,v=11.898425196850393,r=3535
layer_num=2836,v=11.898582677165354,r=3534
layer_num=2837,v=11.898740157480315,r=3533
layer_num=2838,v=11.898897637795276,r=3532
layer_num=2839,v=11.899055118110237,r=3531
layer_num=2840,v=11.899212598425198,r=3530
layer_num=2841,v=11.899370078740159,r=3529
layer_num=2842,v=11.899527559055118,r=3528
layer_num=2843,v=11.899685039370079,r=3527
layer_num=2844,v=11.89984251968504,r=3526
layer_num=2845,v=11.9,r=3525
layer_num=2846,v=11.900157480314961,r=3524
layer_num=2847,v=11.900314960629922,r=3523
layer_num=2848,v=11.900472440944883,r=3522
layer_num=2849,v=11.900629921259842,r=3521
layer_num=2850,v=11.900787401574803,r=3520
layer_num=2851,v=11.900944881889764,r=3519
layer_num=2852,v=11.901102362204725,r=3518
layer_num=2853,v=11.901259842519686,r=3517
layer_num=2854,v=11.901417322834646,r=3516
layer_num=2855,v=11.901574803149607,r=3515
layer_num=2856,v=11.901732283464566,r=3514
layer_num=2857,v=11.901889763779527,r=3513
layer_num=2858,v=11.902047244094488,r=3512
layer_num=2859,v=11.902204724409449,r=3511
layer_num=2860,v=11.90236220472441,r=3510
layer_num=2861,v=11.90251968503937,r=3509
layer_num=2862,v=11.902677165354332,r=3508
layer_num=2863,v=11.90283464566929,r=3507
layer_num=2864,v=11.902992125984252,r=3506
layer_num=2865,v=11.903149606299213,r=3505
layer_num=2866,v=11.903307086614173,r=3504
layer_num=2867,v=11.903464566929134,r=3503
layer_num=2868,v=11.903622047244095,r=3502
layer_num=2869,v=11.903779527559056,r=3501
layer_num=2870,v=11.903937007874017,r=3500
layer_num=2871,v=11.904094488188976,r=3499
layer_num=2872,v=11.904251968503937,r=3498
layer_num=2873,v=11.904409448818898,r=3497
layer_num=2874,v=11.904566929133859,r=3496
layer_num=2875,v=11.90472440944882,r=3495
layer_num=2876,v=11.90488188976378,r=3494
layer_num=2877,v=11.905039370078741,r=3493
layer_num=2878,v=11.9051968503937,r=3492
layer_num=2879,v=11.905354330708661,r=3491
layer_num=2880,v=11.905511811023622,r=3490
layer_num=2881,v=11.905669291338583,r=3489
layer_num=2882,v=11.905826771653544,r=3488
layer_num=2883,v=11.905984251968505,r=3487
layer_num=2884,v=11.906141732283466,r=3486
layer_num=2885,v=11.906299212598425,r=3485
layer_num=2886,v=11.906456692913386,r=3484
layer_num=2887,v=11.906614173228347,r=3483
layer_num=2888,v=11.906771653543307,r=3482
layer_num=2889,v=11.906929133858268,r=3481
layer_num=2890,v=11.90708661417323,r=3480
layer_num=2891,v=11.90724409448819,r=3479
layer_num=2892,v=11.90740157480315,r=3478
layer_num=2893,v=11.90755905511811,r=3477
layer_num=2894,v=11.907716535433071,r=3476
layer_num=2895,v=11.907874015748032,r=3475
layer_num=2896,v=11.908031496062993,r=3474
layer_num=2897,v=11.908188976377954,r=3473
layer_num=2898,v=11.908346456692914,r=3472
layer_num=2899,v=11.908503937007874,r=3471
layer_num=2900,v=11.908661417322834,r=3470
layer_num=2901,v=11.908818897637795,r=3469
layer_num=2902,v=11.908976377952756,r=3468
layer_num=2903,v=11.909133858267717,r=3467
layer_num=2904,v=11.909291338582678,r=3466
layer_num=2905,v=11.909448818897639,r=3465
layer_num=2906,v=11.909606299212598,r=3464
layer_num=2907,v=11.909763779527559,r=3463
